Authors,Title,Year,Link,Affiliations,Authors with affiliations
"Mendes I.C., Souza L.M., Sousa D.M.G., Lopes A.A.C., Reis-Junior F.B., Lacerda M.P.C., Malaquias J.V.","Critical limits for microbial indicators in tropical Oxisols at post-harvest: The FERTBIO soil sample concept",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063335738&doi=10.1016%2fj.apsoil.2019.02.025&partnerID=40&md5=f2d64c00067c18fe9e568b3f6874f8c5","Embrapa Cerrados, CPAC, BR020, km 18, Caixa Postal: 08223, Brasília, Planaltina, DF CEP  73.310-970, Brazil; Universidade de Brasília, Faculdade de Agronomia e Medicina Veterinária - Programa de Pós-Graduação em Agronomia Campus Universitário Darcy Ribeiro, Caixa Postal 04508, Brasília, DF CEP  70.910-900, Brazil","Mendes, I.C., Embrapa Cerrados, CPAC, BR020, km 18, Caixa Postal: 08223, Brasília, Planaltina, DF CEP  73.310-970, Brazil; Souza, L.M., Universidade de Brasília, Faculdade de Agronomia e Medicina Veterinária - Programa de Pós-Graduação em Agronomia Campus Universitário Darcy Ribeiro, Caixa Postal 04508, Brasília, DF CEP  70.910-900, Brazil; Sousa, D.M.G., Embrapa Cerrados, CPAC, BR020, km 18, Caixa Postal: 08223, Brasília, Planaltina, DF CEP  73.310-970, Brazil; Lopes, A.A.C., Universidade de Brasília, Faculdade de Agronomia e Medicina Veterinária - Programa de Pós-Graduação em Agronomia Campus Universitário Darcy Ribeiro, Caixa Postal 04508, Brasília, DF CEP  70.910-900, Brazil; Reis-Junior, F.B., Embrapa Cerrados, CPAC, BR020, km 18, Caixa Postal: 08223, Brasília, Planaltina, DF CEP  73.310-970, Brazil; Lacerda, M.P.C., Universidade de Brasília, Faculdade de Agronomia e Medicina Veterinária - Programa de Pós-Graduação em Agronomia Campus Universitário Darcy Ribeiro, Caixa Postal 04508, Brasília, DF CEP  70.910-900, Brazil; Malaquias, J.V., Embrapa Cerrados, CPAC, BR020, km 18, Caixa Postal: 08223, Brasília, Planaltina, DF CEP  73.310-970, Brazil"
"Couto D.A.C., Martin D.R.S., Molina G.E., Fontana K.E., Junqueira Jr L.F., Porto L.G.G.","Insufficient level of physical activity is associated with reduced quality of life and night‐time studying in Brazilian undergraduate students [Nível insuficiente de atividade física se associa a menor qualidade de vida e ao estudo noturno em universitários do Distrito Federal]",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058816180&doi=10.1016%2fj.rbce.2018.04.017&partnerID=40&md5=9f01eeff08cfae810e2d9ddda7e2d28d","Centro Universitário de Brasília (UniCEUB), Programa de Iniciação Científica, Brasília, DF, Brazil; Universidade de Brasília (UnB), Faculdade de Educação Física, Grupo de Estudos em Fisiologia e Epidemiologia do Exercício e da Atividade Física, Brasília, DF, Brazil; Universidade de Brasília (UnB), Faculdade de Medicina, Laboratório Cardiovascular, Brasília, DF, Brazil","Couto, D.A.C., Centro Universitário de Brasília (UniCEUB), Programa de Iniciação Científica, Brasília, DF, Brazil; Martin, D.R.S., Universidade de Brasília (UnB), Faculdade de Educação Física, Grupo de Estudos em Fisiologia e Epidemiologia do Exercício e da Atividade Física, Brasília, DF, Brazil; Molina, G.E., Universidade de Brasília (UnB), Faculdade de Educação Física, Grupo de Estudos em Fisiologia e Epidemiologia do Exercício e da Atividade Física, Brasília, DF, Brazil, Universidade de Brasília (UnB), Faculdade de Medicina, Laboratório Cardiovascular, Brasília, DF, Brazil; Fontana, K.E., Universidade de Brasília (UnB), Faculdade de Educação Física, Grupo de Estudos em Fisiologia e Epidemiologia do Exercício e da Atividade Física, Brasília, DF, Brazil; Junqueira Jr, L.F., Universidade de Brasília (UnB), Faculdade de Medicina, Laboratório Cardiovascular, Brasília, DF, Brazil; Porto, L.G.G., Universidade de Brasília (UnB), Faculdade de Educação Física, Grupo de Estudos em Fisiologia e Epidemiologia do Exercício e da Atividade Física, Brasília, DF, Brazil, Universidade de Brasília (UnB), Faculdade de Medicina, Laboratório Cardiovascular, Brasília, DF, Brazil"
"Roman L.F.A., Gondim P.R.L., Lloret J.","Pairing-based authentication protocol for V2G networks in smart grid",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053832508&doi=10.1016%2fj.adhoc.2018.08.015&partnerID=40&md5=6aee9b581908ae39777cdfec61d5293e","Departamento de Engenharia Elétrica, Universidade de Brasília (UnB), Brasília, Brazil; Integrated Management Coastal Research Institute, Universitat Politecnica de Valencia (UPV), Valencia, Spain","Roman, L.F.A., Departamento de Engenharia Elétrica, Universidade de Brasília (UnB), Brasília, Brazil; Gondim, P.R.L., Departamento de Engenharia Elétrica, Universidade de Brasília (UnB), Brasília, Brazil; Lloret, J., Integrated Management Coastal Research Institute, Universitat Politecnica de Valencia (UPV), Valencia, Spain"
"Pasquali D., Rodrigues A.T., Lazzarotti Filho A.","Virtual teacher work in professional training of physical education: teacher knowledge and corporal practices [Trabalho docente virtual na formação profissional em educação física: saberes docentes e práticas corporais]",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048707530&doi=10.1016%2fj.rbce.2018.04.003&partnerID=40&md5=8d4ee10a83ea41d7687150c0710726d2","Universidade de Brasília, Programa de Pós-Graduação em Educação Física, Brasília, DF, Brazil; Universidade Federal de Goiás, Centro de Ensino e Pesquisa Aplicada à Educação (Cepae/UFG), Programa de Pós-Graduação de Ensino na Educação Básica, Goiânia, GO, Brazil; Universidade Federal de Goiás, Goiânia, GO, Brazil","Pasquali, D., Universidade de Brasília, Programa de Pós-Graduação em Educação Física, Brasília, DF, Brazil; Rodrigues, A.T., Universidade Federal de Goiás, Centro de Ensino e Pesquisa Aplicada à Educação (Cepae/UFG), Programa de Pós-Graduação de Ensino na Educação Básica, Goiânia, GO, Brazil; Lazzarotti Filho, A., Universidade de Brasília, Programa de Pós-Graduação em Educação Física, Brasília, DF, Brazil, Universidade Federal de Goiás, Goiânia, GO, Brazil"
"Luiz Carregaro R., da Silva E.N., van Tulder M.","RETRACTED ARTICLE: Direct healthcare costs of spinal disorders in Brazil",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045232162&doi=10.1007%2fs00038-018-1099-1&partnerID=40&md5=f2f4cd35a7a71e8913c449fd5a1e79b0","School of Physical Therapy, Campus UnB Ceilândia, Centro Metropolitano, Universidade de Brasília (UnB)conjunto A, Brasília, DF, Brazil; Department of Health Sciences, Faculty of Science, Vrije Universiteit Amsterdam, Amsterdam, Netherlands; School of Collective Health, Campus UnB Ceilândia, Universidade de Brasília (UnB), Brasília, Brazil","Luiz Carregaro, R., School of Physical Therapy, Campus UnB Ceilândia, Centro Metropolitano, Universidade de Brasília (UnB)conjunto A, Brasília, DF, Brazil, Department of Health Sciences, Faculty of Science, Vrije Universiteit Amsterdam, Amsterdam, Netherlands; da Silva, E.N., School of Collective Health, Campus UnB Ceilândia, Universidade de Brasília (UnB), Brasília, Brazil; van Tulder, M., Department of Health Sciences, Faculty of Science, Vrije Universiteit Amsterdam, Amsterdam, Netherlands"
"Silva C.A., Santilli G., Sano E.E., Laneve G.","Hot Spots Occurrence in the Dynamics of Deforestation in the Amazon Rainforest",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077697844&doi=10.1109%2fIGARSS.2019.8897946&partnerID=40&md5=dbf2df4b30007d4152c500bda6bde4dd","Universidade de Brasilia, Instituto de Geociencias (IG), Brasilia, Brazil; Faculdade Do Gama (FGA) - Universidade de Brasilia, Brasilia, Brazil; Instituto Brasileiro Do Meio Ambiente e Recursos Naturais Renováveis, IBAMA, Brasilia, Brazil; Sapienza Università di Roma, Scuola di Ingegneria Aerospaziale, Roma, Italy","Silva, C.A., Universidade de Brasilia, Instituto de Geociencias (IG), Brasilia, Brazil; Santilli, G., Faculdade Do Gama (FGA) - Universidade de Brasilia, Brasilia, Brazil; Sano, E.E., Instituto Brasileiro Do Meio Ambiente e Recursos Naturais Renováveis, IBAMA, Brasilia, Brazil; Laneve, G., Sapienza Università di Roma, Scuola di Ingegneria Aerospaziale, Roma, Italy"
"Penna G.O., Gonçalves H.S., Pontes M.A.A.","Unanswered questions on the safety of MDT-U-reply*",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074262477&doi=10.1590%2fabd1806-4841.201985641&partnerID=40&md5=548fec71ef2946681628a36311d9092e","Center for Tropical Medicine, Universidade de Brasília, DF, Brasília, Brazil; Escola Fiocruz de Governo, Fundação Oswaldo Cruz, DF, Brasília, Brazil; Dermatology Outpatient Clinic, Centro de Dermatologia Dona Libânia, Fortaleza, CE, Brazil","Penna, G.O., Center for Tropical Medicine, Universidade de Brasília, DF, Brasília, Brazil, Escola Fiocruz de Governo, Fundação Oswaldo Cruz, DF, Brasília, Brazil; Gonçalves, H.S., Dermatology Outpatient Clinic, Centro de Dermatologia Dona Libânia, Fortaleza, CE, Brazil; Pontes, M.A.A., Dermatology Outpatient Clinic, Centro de Dermatologia Dona Libânia, Fortaleza, CE, Brazil"
"Gabriel L.F., Jayme F.G., Da Costa Oreiro J.L.","Mudança Estrutural, Hiato Tecnológico e Capital Humano em um Modelo Norte-Sul de Crescimento com Restrição de Balanço de Pagamentos",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074078219&doi=10.1590%2f0101-41614932lfj&partnerID=40&md5=bd6b5f0ce56f8a49cdfba787ff954301","Universidade Federal de Viçosa, Endereço: Av. Purdue, s/nº, Campus Universitário Ed. Edson Potsch Magalhães, Viçosa, MG, Brazil; Universidade Federal de Minas Gerais, Endereço: Av. Antônio Carlos 6627, Belo Horizonte, MG, Brazil; Universidade de Brasília, Endereço: Campus Universitário Darcy Ribeiro Prédio da FACE, Brasília, DF, Brazil","Gabriel, L.F., Universidade Federal de Viçosa, Endereço: Av. Purdue, s/nº, Campus Universitário Ed. Edson Potsch Magalhães, Viçosa, MG, Brazil; Jayme, F.G., Universidade Federal de Minas Gerais, Endereço: Av. Antônio Carlos 6627, Belo Horizonte, MG, Brazil; Da Costa Oreiro, J.L., Universidade de Brasília, Endereço: Campus Universitário Darcy Ribeiro Prédio da FACE, Brasília, DF, Brazil"
"Menezes J.P.C., Oliveira L.F.C., Salla M.R.","Metrics of benthic communities and habitat quality associated to different types of land use [Qualidade de habitat e métricas de macroinvertebrados bentônicos associadas a diferentes tipos de uso do solo]",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073533472&doi=10.1590%2fs1413-41522019175589&partnerID=40&md5=d9481b84c51657a762c84b8c0a07df88","Universidade de Brasília, Brasília, DF, Brazil; Universidade de Lavras, Lavras, MG, Brazil; Universidade de Uberlândia, Uberlândia, MG, Brazil","Menezes, J.P.C., Universidade de Brasília, Brasília, DF, Brazil; Oliveira, L.F.C., Universidade de Lavras, Lavras, MG, Brazil; Salla, M.R., Universidade de Uberlândia, Uberlândia, MG, Brazil"
"Silva M.C., Mieto G.S.M., Oliveira V.M.","Recent studies on labor inclusion of people with intellectual disabilities [Estudos recentes sobre inclusão laboral da pessoa com deficiência intelectual]",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073431040&doi=10.1590%2fs1413-65382519000300008&partnerID=40&md5=8197db30dc0723c05367145d64129170","School Management, School Administration, Pedagogue, Seropédica, Rio de Janeiro, Brazil; The University of Brasília, Distrito Federal, Brazil; The Federal Rural University of Rio de Janeiro, Seropédica, Rio de Janeiro, Brazil","Silva, M.C., School Management, School Administration, Pedagogue, Seropédica, Rio de Janeiro, Brazil; Mieto, G.S.M., The University of Brasília, Distrito Federal, Brazil; Oliveira, V.M., The Federal Rural University of Rio de Janeiro, Seropédica, Rio de Janeiro, Brazil"
"Guimarães V.G., De Moraes R.M., Obraczka K., Bauchspiess A.","A novel IoT protocol architecture: efficiency through data and functionality sharing across layers",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073145937&doi=10.1109%2fICCCN.2019.8846919&partnerID=40&md5=9b0e56cca1ff260cf8c4441296ca75ba","Departamento de Engenharia Elétrica, Universidade de Brasília, Brasília, DF, 70910-900, Brazil; Centro de Informática, Universidade Federal de Pernambuco, Recife PE, 50740-560, Brazil; Department of Computer Engineering, University of California (UCSC), Santa Cruz, CA  95064, United States","Guimarães, V.G., Departamento de Engenharia Elétrica, Universidade de Brasília, Brasília, DF, 70910-900, Brazil; De Moraes, R.M., Centro de Informática, Universidade Federal de Pernambuco, Recife PE, 50740-560, Brazil; Obraczka, K., Department of Computer Engineering, University of California (UCSC), Santa Cruz, CA  95064, United States; Bauchspiess, A., Departamento de Engenharia Elétrica, Universidade de Brasília, Brasília, DF, 70910-900, Brazil"
"da Silva R.L., da Silva J.R., Júnior A.P.D., Marinho P.S.B., Santos L.S., Teixeira F.M., Júnior J.O.C.S., Costa R.M.R.","Adsorption of Vi capsular antigen of Salmonella typhi in chitosan-poly (methacrylic acid) nanoparticles",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070402223&doi=10.3390%2fpolym11071226&partnerID=40&md5=e86937333b594c94c28d61ab3a17b92f","Laboratory of Pharmaceutical Nanotechnology, College of Pharmacy, Federal University of Pará, Pará, 66075-110, Brazil; Nanobiotechnology Laboratory, Department of Genetics and Morphology, Institute of Biological Sciences, University of Brasília, Brasília, 70910-900, Brazil; Department of Chemistry, Institute of Natural Sciences, Federal University of Pará, Pará, 66075-110, Brazil; College of Pharmacy, Campus Macaé, Federal University of Rio de Janeiro, Macaé, Rio de Janeiro, 27930-560, Brazil; Laboratory R and D Pharmaceutical and Cosmetic, College of Pharmacy, Federal University of Pará, Pará, 66075-110, Brazil","da Silva, R.L., Laboratory of Pharmaceutical Nanotechnology, College of Pharmacy, Federal University of Pará, Pará, 66075-110, Brazil; da Silva, J.R., Nanobiotechnology Laboratory, Department of Genetics and Morphology, Institute of Biological Sciences, University of Brasília, Brasília, 70910-900, Brazil; Júnior, A.P.D., Laboratory of Pharmaceutical Nanotechnology, College of Pharmacy, Federal University of Pará, Pará, 66075-110, Brazil; Marinho, P.S.B., Department of Chemistry, Institute of Natural Sciences, Federal University of Pará, Pará, 66075-110, Brazil; Santos, L.S., Department of Chemistry, Institute of Natural Sciences, Federal University of Pará, Pará, 66075-110, Brazil; Teixeira, F.M., College of Pharmacy, Campus Macaé, Federal University of Rio de Janeiro, Macaé, Rio de Janeiro, 27930-560, Brazil; Júnior, J.O.C.S., Laboratory R and D Pharmaceutical and Cosmetic, College of Pharmacy, Federal University of Pará, Pará, 66075-110, Brazil; Costa, R.M.R., Laboratory of Pharmaceutical Nanotechnology, College of Pharmacy, Federal University of Pará, Pará, 66075-110, Brazil"
"Prestes J., A Tibana R., de Araujo Sousa E., da Cunha Nascimento D., de Oliveira Rocha P., F Camarço N., Frade de Sousa N.M., Willardson J.M.","Strength and Muscular Adaptations After 6 Weeks of Rest-Pause vs. Traditional Multiple-Sets Resistance Training in Trained Subjects",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069220529&doi=10.1519%2fJSC.0000000000001923&partnerID=40&md5=d3041056d1cbe5261e175a6e3e9004eb","Graduate Program on Physical Education, Physical Education Department, Catholic University of Brasilia (UCB), Brasilia, Brazil; Laboratory of Exercise Physiology, Physical Education Department, Faculty Estacio of Vitoria, Vitoria, Brazil; Health and Human Performance Department, Rocky Mountain College, Billings, MT, United States","Prestes, J., Graduate Program on Physical Education, Physical Education Department, Catholic University of Brasilia (UCB), Brasilia, Brazil; A Tibana, R., Graduate Program on Physical Education, Physical Education Department, Catholic University of Brasilia (UCB), Brasilia, Brazil; de Araujo Sousa, E., Graduate Program on Physical Education, Physical Education Department, Catholic University of Brasilia (UCB), Brasilia, Brazil; da Cunha Nascimento, D., Graduate Program on Physical Education, Physical Education Department, Catholic University of Brasilia (UCB), Brasilia, Brazil; de Oliveira Rocha, P., Graduate Program on Physical Education, Physical Education Department, Catholic University of Brasilia (UCB), Brasilia, Brazil; F Camarço, N., Graduate Program on Physical Education, Physical Education Department, Catholic University of Brasilia (UCB), Brasilia, Brazil; Frade de Sousa, N.M., Laboratory of Exercise Physiology, Physical Education Department, Faculty Estacio of Vitoria, Vitoria, Brazil; Willardson, J.M., Health and Human Performance Department, Rocky Mountain College, Billings, MT, United States"
"Ribeiro B.M., Dos Santos E.R., Trentin L.B., da Silva L.A., de Melo F.L., Kitajima E.W., Ardisson-Araújo D.M.P.","A nymphalid-infecting group i alphabaculovirus isolated from the major passion fruit caterpillar pest dione juno juno (Lepidoptera: Nymphalidae)",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068677286&doi=10.3390%2fv11070602&partnerID=40&md5=622f89e46349b9ac0a3ddb4e7971cc0e","Laboratory of Baculovirus, Cell Biology Department, University of Brasilia, Brasilia, DF  70910-900, Brazil; Laboratory of Insect Virology, Department of Biochemistry and Molecular Biology, Federal University of Santa Maria, Santa Maria, RS  97105-900, Brazil; Escola Superior de Agricultura Luiz de Queiroz, University of São Paulo, Piracicaba, SP  13418900, Brazil","Ribeiro, B.M., Laboratory of Baculovirus, Cell Biology Department, University of Brasilia, Brasilia, DF  70910-900, Brazil; Dos Santos, E.R., Laboratory of Insect Virology, Department of Biochemistry and Molecular Biology, Federal University of Santa Maria, Santa Maria, RS  97105-900, Brazil; Trentin, L.B., Laboratory of Insect Virology, Department of Biochemistry and Molecular Biology, Federal University of Santa Maria, Santa Maria, RS  97105-900, Brazil; da Silva, L.A., Laboratory of Baculovirus, Cell Biology Department, University of Brasilia, Brasilia, DF  70910-900, Brazil; de Melo, F.L., Laboratory of Baculovirus, Cell Biology Department, University of Brasilia, Brasilia, DF  70910-900, Brazil; Kitajima, E.W., Escola Superior de Agricultura Luiz de Queiroz, University of São Paulo, Piracicaba, SP  13418900, Brazil; Ardisson-Araújo, D.M.P., Laboratory of Insect Virology, Department of Biochemistry and Molecular Biology, Federal University of Santa Maria, Santa Maria, RS  97105-900, Brazil"
